well,manufacture,run,trl,pulling_date,failure_mode,category,failure_item,failure_item_specific,general_failure_descriptor,detailed_failure_descriptor,general_failure_cause,specific_failure_cause,recommendation,area,package,runlife_code,data_reference,difa_meeting_with_vendor,failure_component_pump,failure_component_motor,failure_component_protector,reservoir_fluids,note,failure_component_mle,failure_component_main_cable,failure_component_gas_separator_or_intake,installation_date,difa_date,dhp_date
CD-03,Baker,27.0,694.0,2021-02-13 00:00:00,MDHP,DIFA Internal,Pump,Shaft,Mechanical Failure,Broken,Reservoir Related,Reservoir Fluids,"Possible root cause: Fish, sands, and debis blocked the wellbore ==> Pip decrease to 26 psi ==> flow surge in low wellbore capacity caused sands entered the pump ==>ESP stuck ==> Broken shaft at LT ==> MDHP Recommendation: 1. remove the fish from the wellbore if possible 2. wellbore clean out 3. Apply corrosion inhibitor or use coated ESP housings.",SBU,F,RED,DIFA,Not Yet,Shaft,,,Mixed,"1. Pump UT:Rotation stuck, only able to pull 6 stages due to the rest of stages stuck inside housing. Grooved shaft at bushing area. Melted plastic (non magnetic) like debris inside stages. Pump LT: Rotation stuck, Broken shaft at lower spline area, Impellers hard to rotate inside stages due do some sands found in between GINPSHL: Rotation stuck, Head bushing broken, base bushing one-sided wear, Shaft worn at sleeve area and almost parted at upper area, Grooved shaft at bushing area 2. Protector: Protector has failed, Water inside all chambers, Thrust bearing heavily worn 3. Motor: P-G= 123 Mohm (low meg), water inside mtor, join leak test passed, TB heavily worn. 4. cable: P-G= 9.7 Gohm, armor in good condition. 5. Sensor: Function test good, Ct=9.8 mA",,,,2020-11-17,2021-03-02,2020-12-13
RC-09,Reda,23.0,365.0,2021-02-13 00:00:00,EDHP,DIFA Internal,Protector,O-Ring,Mechanical Failure,Leaking,Reservoir Related,Reservoir Fluids,"Possible root cause: Low influx into pump due to plugged shroud ==>ESP running in high TM ==> O-ring melted, MS seal damage ==> water penetrate to TB and Motor ==> lack of lubrication on TB ==> and high friction damage TB and create excessive heat on shaft ==> shaft material strength reduced ==> Broken shaft protector ==> Continue restart ESP ==> finally motor burnt due to water presence ==> EDHP Recomendation: 1. Review the stimulation fluid composition that was injected to the wellbore. Ensure the chemical doesn't damage the ESP O-ring. 2. Clean out wellbore prior ESP installation. 3. Over-size ESP motor to overcome loss flow condition or plugged shroud 4. Suggest to rise up PSD since there is solid issue, and bottom of shroud is too close with last tag. Or execise to use 540/562 motor, instal above perforation, and no need shroud 5. Suggest to use centralizer inside shroud, and consider to use shroud 7 to avoid shroud blocked.",SBU,E,RED,DIFA,Done,,,O-Ring,Sand,"1. Pumpt UT: rotation was stuck, suspected due to storage in long period of time before tear down since the rotation was free during dismantle processed in the field. Fine sand at top, housing paint blistered, impeller skirt light radial score. Pump LT: rotation was stuck, suspected due to storage in long period of time before tear down since the rotation was free during dismantle processed in the field. Fine sat at stages, insignificant amout of scale in satges. 2. GS: blistered paint, free from foreign material 3. Protector: Melted O-ring, damage MS bellow, severe damage on thrust bearing, water in all chamber, broken shaft near runner 4. Motor: Grounded. burnt at top section, water inside, blistered paint 5. Sensor: No DIFA 6. Cable: No DIFA",,,,2020-11-08,2021-03-01,2020-11-30
SF-C5,Reda,736.0,1353.0,2021-02-16 00:00:00,EDHP,DIFA Eksternal,Protector,Mechanical Seal,Material Failure,Overheated,Reservoir Related,Reservoir Fluids,"Possible root cause: Pump wear + mech seal broken -> manual off due to riser leaking -> sand or foreign material settling above pump -> shaft break -> crew try to TS by restart the well several times -> mech seal fail due to no BUP , hi TM -> well fluid ingres to motor -> winding burn ==> EDHP Recommendation: 1. Check the actual flow rate and design the ESP based on the updated flow rate 2. VSD utilization to control the frequency based on the actual flow rate 3. Re-set pump setting depth if necessary to increase flow rate 4. Consider pump with lower ROR. 5. Increase well productivity (very low PBHP, reach 24 psi)",SBU,A,GREEN,DIFA,Done,,,Mechanical Seal,Sand,"1. Pump UT: Shaft rotation was stuck and broken, shaft also twisted at several locations, DT washer was missing, stages severe downthrust wear, significant amount of sand deposit on top stage, foreign material found inside stuck imppeller, blistered paint. Pump LT: Shaft rotation was stuck, DT washer was missing, stages severe downthrust wear, sand found at pump head, blistered paint. 2. Gas separator: Overall condition was good 3. Protector UT: Shaft rotation was free, water inside top bag-bottom bag-labyrinth-thrust chamber, thrust bearing serverely worn, blistered paint,top-bottom bag collapse, all mechanical seal bellow damage, melted O-ring. Protector LT: Shaft rotation was free, water inside top bag-bottom bag-labyrinth-thrust chamber, thrust bearing serverely worn, blistered paint,top bag punctured, bottom bag collapse, all mechanical seal runner were worn out and the bellow damaged, melted O-ring. 4. Motor: Shaft rotation was free, P-P=4.3/4.8/4.8 ohm (bad), P-G=0Mhom (bad), lead burnt, found water inside, thrust bearing severely worn, rotor #1 worn OD due to metal cuttings from damaged thrust bearing, blistered paint.",,,,2018-10-28,2021-03-10,2020-11-01
CD-10,Powerlift,614.0,639.0,2021-02-17 00:00:00,EDHP,DIFA Eksternal,Protector,Mechanical Seal,Mechanical Failure,Broken,Fabrication Related,Manufacturing Problem,Possible root cause: Protector mechanical seal fail -> water penetrate to protector thrust chamber ->Thrust bearing severely damaged and lost some of its thickness (also generate heat that cause shaft broken at this area) -> Mechanical seal broken -> More water pentetrate to motor and protector -> Motor low reading -> EDHP Recommendation: 1. Improve bag and mechanical seal quality 2. apply sand control or use abrassion resistance coating on ESP stages 3. Ensure assembly crew to follow SOP during intake assembly (found wrong intake bushing assembly) 4. Wellbore clean out prior to next ESP installation 5. Reduce rate to minimize sand production.,SBU,B,GREEN,DIFA,Not Yet,,,Mechanical Seal,,"1. Pump LT/ST: Shaft turns rough, Stages erroded and moderate wear (too much sand and scale inside), UT washer missing, Found hole on housing and stages +/- 3ft above intake 2. Intake: Shaft turns free, Shaft erroded at spline to pump, Bottom radial bearing uniform wear, Bushing installation worn, Head erroded. 3. Protector: Shaft turns free, Shaft broken at thrust runner, shaft uniform radial wear, Dark oil and water inside all chambers, All mechanical seal failed, Bottom bag and top bag collapsed, Thrust bearing severe wear, Base bushing uniform radial wear and cracked. 4. Motor: Shaft turns rough, Shaft scored, P-P: 0.45/0.45/0.45 Ohm P-G: 20.85/20.85/20.85 Mohm, Dark oil and water, Rotor bearing sleeve worn, Thrust bearing severe wear, Scaled on housing(reacted against 15% HCl) and Corroded , Head bushing uniform radial wear. 5. Sensor: P-G: 10 Gohm, Function test passed. 6. Cable: P-P: 2000 Mohm P-G: 2000 Mohm, Hipot test passed,",,,,2019-03-07,2021-03-04,2020-11-09
RC-14,Powerlift,606.0,659.0,2021-02-22 05:02:24,MDHP,DIFA Eksternal,Main Cable,Insulation,Electrical Failure,Short Circuit,,,ESP vendor shall improve ESP cable quality Possible root cause : Power outage --> ESP cable short circuit --> EDHP,SBU,B,GREEN,Pulling,,,,,,"Dismantle Finding : - Pump S/R Free, Housing Scratched - Protector S/R Free, Upper Chamber Water Inside, Lower Chamber Clean Oil, Housing Scratched - Motor S/R Free, Housing Scratched, Clean Oil, Electrical Reading : P-P: 1.7 Ω X3 ( Balance ) . P-G: 300 MΩ X3 ( Balance ) - ESP Cable : Electrical Reading : P-P =1.1 Ω X3 ( Balance ), P-G = 389.3 KΩ X3 ( Balance ) Low Reading",,Insulation,,2019-02-18,,2020-10-15
CD-14,Powerlift,449.0,1283.0,2021-02-24 04:19:12,DHP TL,DIFA Eksternal,Protector,Mechanical Seal,Mechanical Failure,Broken,Fabrication Related,Manufacturing Problem,Possible root cause: Mechanical seal & Bag failed ==> water penetrate to all protector chamber==> oil lubrication reduced ==> thrust bearing damage and overheated ==> shaft mechanical strength reduced ==> shaft parted near thrust runner ==> broken shaft ==> MDHP Note: this well is also has solid issue Recommendation: 1. Improve mechanical seal quality ( waiting PWL to perform lab test) 2. Use larger pump size with lower frequency to minimize erosion on the stages (all pump stages were eroded) 3. Apply sand control as the pump's parts were erroded 4. use BPBSL without mechanical seal between the bag for motor >150HP,SBU,B,YELLOW,DIFA,Done,,,Mechanical Seal,,"DIFA Finding: 1. Pump UT: Shaft rotation was free, up thrust washer missing, impellers/diffusers eroded-moderate thrust wear-slight radial wear. Pump LT: Shaft rotation was free, up thrust washer missing, impellers/diffusers eroded-moderate thrust wear-slight radial wear, light scale found inside pump (reacted against 15% HCL), housing scarred axially (with depth 0.2mm). 2. Intake: shaft rotation free, head erroded, top/bottom radial bearing uniform wear. 3. Protector: Shaft broken at thrust runner position, shaft had uniform radial wear, water inside all chambers, base bushing uniform radial wear-broken, housing blistered paint, top coupling one sided radial wear, downthrust bearing & runner severe wear, top bag leaks-teared, bottom bag leaks, top mechanical seal rotating element worn-stationary element broken-leaks, upper bag-lower bag mechanical seal spring broken-seal bellow worn- rotating element broken-stationary element broken-leaks, lower bag-labyrint/labyrinth thrust chamber mechanical seal spring broken-seal bellow worn- rotating element broken-stationary element broken, light scale on housing. 4. Motor: Shaft rotation rough, shaft scored, P-P=20.9 ohm (balanced - bad), P-G=2.29 Mohm (failed), dark oil with water inside, head has evidance of water track-bushing uniform radial wear, base evidance water track, housing corroded-scaled on OD-axid soluble-scarred axially, downthust bearing/runner severe wear, rotor bearing sleeve worn. 5. Sensor: function test ok, P-G= 10000 Mohm x 3 (good). 6. Cable: P-P= 0.884/0.883/0.884 ohm (good), P-G= 2000 Mohm x 3 (good).",,,,2019-09-16,2021-03-04,2020-12-07
CE-10,Powerlift,33.0,1680.0,2021-02-28 00:00:00,EDHP,DIFA Internal,Pump,Shaft,Mechanical Failure,Broken,Reservoir Related,Reservoir Fluids,Possible root cause : Sand produce from reservoir ==> stages filled with sand ==> pump rotation stuck/ hard ==> broken shaft ==> MDHP Recommendation: 1. Screenless sand control,SBU,D,RED,DIFA,Done,Shaft,,,Sand,"1. Pump UT: Shaft turns free, Stages Scaled ( reacted against 15% HCl) and erroded, Stages moderate wear, DT and UT washer missing, Scale on housing (reacted against 15% HCl), Head and base scaled (reacted against 15% HCl). Pump LT: Shaft turns rough and broken, Stages Scaled ( reacted against 15% HCl) and erroded, Stages severe thrust wear and slight radial wear, DT and UT washer missing, Scale on housing (reacted against 15% HCl), Head and base scaled (reacted against 15% HCl). PGP: Shaft turns free, Stages Scaled ( reacted against 15% HCl) and erroded, Stages severe thrust wear and slight radial wear, DT and UT washer missing, Scale on housing (reacted against 15% HCl), Head and base scaled (reacted against 15% HCl) 2. Intake: Shaft turns free, Shaft uniform radial wear, rotor erroded and scaled (reacted against 15% HCl), Inducer erroded and scaled (reacted against 15% HCl), Top-Middle-Bottom radial bearing uniform wear, Top coupling missing, Housing erroded and scaled (reacted against 15% HCl), Head and base scaled. 3. Protector UT: Shaft turns free, Dark oil and water inside all chambers, All mechanical seal failed, Top bag ruptured, Thrust bearing severe wear, Head and base bushing uniform radial wear. Protector LT: Shaft turns free and scored Clear water inside top bag, Clear oil inside Bottom bag-Labyrinth chamber-Thrust chamber, Head bushing uniform radial wear. 4. Motor: Shaft turns free and broken, Shaft scored, P-P: 1.46/1.46/1.46 Ohm P-G: 2000/2000/2000 Mohm, Dark oil and no water, Rotor bearing sleeve worn, Scale on housing (reacted against 15% HCl) and corroded also scratched, Head and base bushing uniform radial wear. 5. Sensor: Electrical reading passed, Function test passed 6. Cable: P-P: 2000 Mohm P-G: 2000 Mohm, overall in good condition",,,,2020-12-23,2021-03-14,2021-01-24
AD-C4,Reda,3.0,134.0,2021-03-03 00:00:00,MDHP,DIFA Internal,Motor,Insulation/winding,Material Failure,Overheated,Reservoir Related,Reservoir Fluids,"Possible root cause: Screen plugged by sand and scale -> ESP set in mid perforation + shroud hang on BOH and has vent holes at top of shroud -> fluid flowing through shroud's vent hole -> no cooling at motor ==> ESP trip high TM #note: Scale possible formed due to incompability scale formulation (only run in 3 days) Recommendation: 1.Clean up wellbore prior ESP installation 2. Recommend to perform test lab to check scale composition since the scale didn’t react against acid 3. Perform scale inhibitor after get valid type of scale base on test lab result, to know the scale cause and how to dissolve. 4. Install shedder and retainer on UT pump to prevent sand fall back. 5. Use shroud hanger at below of gas separator vent hole to avoid fluid flow though shroud hanger vent hole.",CBU,E,RED,DIFA,Done,,Insulation/winding,,Scale,"1. Pump UT: Shaft rotation was rough, scale on housing, sand 100% plugging top stages, thick scale on stages (didn't, react against HCl 15%), impeller slightly radial wear, moderate thrust wear on stages. Pump LT: Shaft rotation was rough, scale on housing, thick scale on stages (didn't, react against HCl 15%), impeller slightly radial wear, DT washer missing. AGH: Shaft rotation was stuck, scale on housing, thick scale on stages (didn't, react against HCl 15%), impeller slightly radial wear, DT washer missing, slightly thrust wear. Poseidon: Shaft rotation was free, scale on housing, scale on stages (didn't, react against HCl 15%), stages heavy downthrsut wear. 2. Gas separator: shaft rotation free, scale on the parts. 3. Protector: shaft rotation was free, all chamber free from water (oil dark), scale on housing, base bushing radial wea. 4. Motor: Shaft rotation was free, P-P= 0.86/0.86/0.85 ohm, P-G=221/234/210 Mohm (low meg), brown oil inside (no water) 5. Sensor: No DIFA data 6. Cable: No DIFA data",,,,2014-11-10,2021-03-31,2014-11-12
EA-C6,Baker,13.0,365.0,2021-03-05 12:00:00,Others,DIFA Internal,No ESP Failure,No ESP Failure,Other,Other,Other,Casing Leak,Recommendation: Repair casing integrity.,SBU,F,RED,Pulling,,,,,,Dismatle Finding : ESP unit still in good condition. ESP pulled since casing leak.,,,,2020-12-17,,2020-12-29
RH-08,Baker,147.0,273.0,2021-03-09 00:00:00,EDHP,DIFA Internal,MLE,Insulation,Material Failure,Cracked,Installation Related,Installation Procedure,"Possible root cause: ESP RIH without MLE protectolizer ==> MLE exposed to mechanical stress during RIH at high DLS area ==> lead cracked and insulation resistance degrade at this area ==> grounded ==> EDHP Recommendation: 1. Use MLE protectolizer for every ESP installation 2. Recommends that FS note RIH speed and electrical check every 20 joints 3. As there is parted shaft, recommends to check possibility to use mixed flow type stages 4. Recommends to utilize VSD, review possibility to raise up PSD 5. Utilize screenless sands control 6. Review possibility to use SXD type pump",SBU,F,ORANGE,DIFA,Done,,,,,"1. Pump: Shaft rotation was free, shaft parted 19 stages from bottom, stages condition fair, some DT washer missing, sand on stages GINPUMP: much sand, stages blockaged by sand 2. GS: shaft rotation was free, all good 3. Protector: Oil dark, mechanical condition fair, minor score on runner 4. Motor: with pothead P-G=0 meg, without pothead P-G 2000 Mohm, P-P 5.42/5.53/5.45 ohm, dark oil, TB and runner condition were fair, statos condition fair 5. Sensor: P-G= 2000 mhom, fair 6. Cable: MLE phase C low meg, the lead cracked and mechanically deformed (strectched). Main cable P-G=1500 Mhom, no scratch mark on armor",Jacket,,,2020-06-25,2021-04-27,2020-11-18
